0	4
1	5
2	5
3	7
4	9
5	10
6	4
7	13
8	9
9	20
10	18
11	30
12	29
13	36
14	57
15	48
16	58
17	124
18	150
19	201
20	320
21	438
22	510
23	698
24	689
25	856
26	1104
27	1189
28	1190
29	1143
30	2058
31	1943
32	2319
33	1916
34	1443
35	1424
36	1450
37	1481
38	672
39	557
40	467
41	385
42	379
43	457
44	305
45	337
46	221
47	234
48	115
49	132
50	185
51	240
52	130
53	104
54	100
55	36
56	38
57	26
58	34
59	36
60	50
61	43
62	19

